quadweek,year_week,basket,CountProduct_W,StockQty_W,Stock$_W,AvgAgeStock,PurchaseQty,Purchase$,AvgListPrice,SoldQty,SoldQty_In,SoldQty_Out,SoldQty_OutByCondition,SoldQty_OutByMinPrice,SoldQty_none,SoldToStock_W,SoldToStock_W_In,SoldToStock_W_Out,SoldToStock_W_OutByCondition,SoldToStock_W_OutByMinPrice,SoldToStock_W_none,AvgSalesPeriod,AvgSalesPeriod_In,AvgSalesPeriod_Out,AvgSalesPeriod_OutByCondition,AvgSalesPeriod_OutByMinPrice,AvgSalesPeriod_none,Revenue,Revenue_In,Revenue_Out,Revenue_OutByCondition,Revenue_OutByMinPrice,Revenue_none,AvgSalePrice,AvgSalePrice_In,AvgSalePrice_Out,AvgSalePrice_OutByCondition,AvgSalePrice_OutByMinPrice,AvgSalePrice_none,Recap,Recap_In,Recap_Out,Recap_OutByCondition,Recap_OutByMinPrice,Recap_none,RecapPerStockQty_W,RecapPerStockQty_W_In,RecapPerStockQty_W_Out,RecapPerStockQty_W_OutByCondition,RecapPerStockQty_W_OutByMinPrice,RecapPerStockQty_W_none,RecapPerStock$_W,RecapPerStock$_W_In,RecapPerStock$_W_Out,RecapPerStock$_W_OutByCondition,RecapPerStock$_W_OutByMinPrice,RecapPerStock$_W_none,Margin,Margin_In,Margin_Out,Margin_OutByCondition,Margin_OutByMinPrice,Margin_none,MarginUnit,MarginUnit_In,MarginUnit_Out,MarginUnit_OutByCondition,MarginUnit_OutByMinPrice,MarginUnit_none,RecapUnit,RecapUnit_In,RecapUnit_Out,RecapUnit_OutByCondition,RecapUnit_OutByMinPrice,RecapUnit_none,Avg_Basket_IRR,Avg_Basket_Velocity,Avg_Basket_Margin,Avg_IRR,Avg_Margin,Avg_SaleDuration,FDR
18,2026-20,5145,100,100.857,2116.804,156.997194,2,44.66,129.5923617,1,1,,,,,0.99%,0.99%,,,,,236,236,,,,,144.47,144.47,,,,,144.47,144.47,,,,,110.3,110.3,,,,,1.093627611,1.093627611,,,,,0.052,0.052106855,,,,,87.02,87.02,,,,,87.02,87.02,,,,,110.3,110.3,,,,,5,1,4,1.393768585,22.7510741,235.8596329,100.00%
18,2026-20,5152,1,56.857,1573.636,98.768,3,85.03,162.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,1.31785,83.52,346.69,70.00%
18,2026-20,5153,18,248.428,6482.43,121.8136847,6,156.8,230.1670298,2,2,,,,,0.81%,0.81%,,,,,71,71,,,,,344.34,344.34,,,,,172.17,172.17,,,,,249.78,249.78,,,,,1.005442221,1.005442221,,,,,0.039,0.038531847,,,,,205.94,205.94,,,,,102.97,102.97,,,,,124.89,124.89,,,,,5,1,5,1.978839916,128.4511689,524.675045,85.38%
18,2026-20,5154,560,1552.044,39846.608,160.407213,31,773.6,226.1461065,26,4,10,12,,,1.68%,0.26%,0.006443116,0.00773174,,,135.1538462,125.25,127.4,144.9166667,,,5209.75,609.73,2399.98,2200.04,,,200.375,152.4325,239.998,183.3366667,,,3799.41,420.06,1789.18,1590.17,,,2.448004051,0.270649543,1.152789483,1.024565025,,,0.095,0.010541926,0.044901689,0.039907286,,,3121,322.59,1523.2,1275.21,,,120.0384615,80.6475,152.32,106.2675,,,146.1311538,105.015,178.918,132.5141667,,,5,1,5,2.41023594,88.29331567,358.514957,87.30%
18,2026-20,5155,2088,2095.607,52710.008,225.5435006,32,807.63,223.54223,45,5,30,8,,2,2.15%,0.24%,0.014315661,0.00381751,,0.000954377,176.8888889,210.2,154.1,269.5,,65,9169.65,743.59,6487,1529.11,,409.95,203.77,148.718,216.2333333,191.13875,,204.975,6515.1,514.51,4570.69,1125.68,,304.22,3.108932161,0.245518363,2.181081663,0.537161787,,0.145170349,0.124,0.009761144,0.086713893,0.021356096,,0.005771579,5376.77,383.62,3815.39,925.23,,252.53,119.4837778,76.724,127.1796667,115.65375,,126.265,144.78,102.902,152.3563333,140.71,,152.11,5,1,5,2.58233973,50.27903401,363.2574066,93.46%
18,2026-20,5245,589,591.285,14237.199,72.19679049,26,637.73,129.412722,27,8,11,7,,1,4.57%,1.35%,0.01860355,0.011838623,,0.001691232,60.03703704,62.625,61.09090909,63.57142857,,3,2964.28,866.47,1151.67,824.11,,122.03,109.7881481,108.30875,104.6972727,117.73,,122.03,1814.16,504.62,675.88,550.22,,83.44,3.068165098,0.853429395,1.143069755,0.930549566,,0.141116382,0.127,0.03544377,0.047472821,0.038646647,,0.005860703,1151.09,304.99,410.86,373.39,,61.85,42.63296296,38.12375,37.35090909,53.34142857,,61.85,67.19111111,63.0775,61.44363636,78.60285714,,83.44,5,2,4,1.477623932,21.72123117,135.0540382,99.24%
18,2026-20,5251,1,163.429,4573.7,101.808,1,21.59,192.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,5,1.568902,76.32,144.51,51.00%
18,2026-20,5253,25,441.858,11630.635,244.6224882,13,374.82,180.5711807,18,16,,2,,,4.07%,3.62%,,0.004526341,,,99.72222222,87.9375,,194,,,2668.89,2483.46,,185.43,,,148.2716667,155.21625,,92.715,,,1775.48,1661.97,,113.51,,,4.018213996,3.761321511,,0.256892486,,,0.153,0.142895895,,0.00975957,,,1274.85,1219.78,,55.07,,,70.825,76.23625,,27.535,,,98.63777778,103.873125,,56.755,,,5,2,5,2.192869269,89.029732,142.7442872,55.18%
18,2026-20,5254,902,2418.416,61912.582,82.82802835,84,2152.52,195.4733518,123,38,52,31,,2,5.09%,1.57%,0.021501677,0.012818308,,0.000826988,74.76422846,74.23684211,79.96153846,69.41935806,,32.5,19153.94,5997.28,9050.14,3848.62,,257.9,155.7230894,157.8231579,174.0411538,124.1490323,,128.95,13226.58,4160.8,6316.13,2578.21,,171.44,5.469108706,1.720464965,2.611680538,1.066073827,,0.070889376,0.214,0.067204434,0.102016905,0.041642747,,0.002769066,10018.56,3144.94,4959.55,1795.83,,118.24,81.45170732,82.76157895,95.37596154,57.93,,59.12,107.5331707,109.4947368,121.4640385,83.16806452,,85.72,5,2,5,2.663832256,73.12896878,138.0045862,75.89%
18,2026-20,5255,2160,2174.249,54918.4,84.87630548,62,1553.82,200.8534726,95,19,53,19,,4,4.37%,0.87%,0.024376233,0.00873865,,0.001839716,77.81052632,76.94736842,81.73584906,74.21052632,,47,16005.76,2772.39,9773,2709.66,,750.71,168.4816842,145.9152632,184.3962264,142.6136842,,187.6775,10770.7,1921.05,6493.09,1818.51,,538.05,4.953756446,0.883546457,2.986359888,0.836385345,,0.247464757,0.196,0.03498008,0.118231595,0.033112946,,0.009797263,8379.31,1444,5146,1355.99,,433.32,88.20326316,76,97.09433962,71.36789474,,108.33,113.3757895,101.1078947,122.5111321,95.71105263,,134.5125,5,2,5,2.981575264,46.82454023,137.5800495,82.89%
18,2026-20,5344,1,2,26.34,29,,,95.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,1.447513,23.54,91.5,100.00%
18,2026-20,5345,555,557.544,12925.321,20.85640685,127,3035.34,122.2100892,39,14,9,6,,10,6.99%,2.51%,0.016142224,0.010761483,,0.017935804,26.41025641,27.14285714,29.55555556,15.5,,29.1,4425.65,1400.09,1152.49,593.42,,1279.65,113.4782051,100.0064286,128.0544444,98.90333333,,127.965,2818.23,873.83,755.42,361.32,,827.66,5.054722139,1.567284376,1.354906519,0.648056476,,1.484474768,0.218,0.067606058,0.05844497,0.027954431,,0.064034,1816.23,519.93,532.05,194.83,,569.42,46.57,37.13785714,59.11666667,32.47166667,,56.942,72.26230769,62.41642857,83.93555556,60.22,,82.766,5,3,4,1.603185383,20.33093202,70.23059525,97.13%
18,2026-20,5353,10,168.543,4206.104,57.64110709,23,743.33,166.9306524,30,2,,28,,,17.80%,1.19%,,0.166129712,,,29.59998,165,,19.92855,,,3437.17,303.3,,3133.87,,,114.5723333,151.65,,111.9239286,,,2137.58,208.26,,1929.32,,,12.68269818,1.235649063,,11.44704912,,,0.508,0.049513754,,0.458695268,,,1092.62,172.04,,920.58,,,36.42066667,86.02,,32.87785714,,,71.25266667,104.13,,68.90428571,,,5,3,5,2.026867785,74.0257679,72.56197647,40.58%
18,2026-20,5354,809,1979.064,49060.928,44.09463603,211,5246.96,183.4735039,191,92,69,26,,4,9.65%,4.65%,0.034864966,0.013137524,,0.002021157,43.37172723,44.26086957,41.47825942,49.23076923,,17.5,30210.63,13309.75,12156.63,4245.79,,498.46,158.1708377,144.6711957,176.1830435,163.2996154,,124.615,21021.06,9139.76,8582.49,2973.11,,325.7,10.62171815,4.618223564,4.336640958,1.502280876,,0.164572748,0.428,0.186294071,0.174935338,0.060600362,,0.006638684,16078.78,6811.72,6799.53,2251.89,,215.64,84.18209424,74.04043478,98.54391304,86.61115385,,53.91,110.0579058,99.34521739,124.383913,114.3503846,,81.425,5,3,5,2.700798908,68.37012299,71.77443276,60.71%
18,2026-20,5355,2290,2315.5,56842.859,38.2802635,329,8101.51,193.9385624,166,40,83,26,,17,7.17%,1.73%,0.03584539,0.011228676,,0.007341827,36.64457831,37.025,36.03614458,33.69230769,,43.23529412,28503.63,5611.49,15788.28,3952.36,,3151.5,171.7086145,140.28725,190.220241,152.0138462,,185.3823529,20122.33,3860.45,11232.19,2769.24,,2260.45,8.690274239,1.667220903,4.850870222,1.195957677,,0.976225437,0.354,0.067914424,0.197600722,0.048717465,,0.039766649,15918.41,2850.81,9139.74,2089.04,,1838.82,95.89403614,71.27025,110.1173494,80.34769231,,108.1658824,121.2188554,96.51125,135.3275904,106.5092308,,132.9676471,5,3,5,3.179783264,49.62869851,71.14648887,67.98%
18,2026-20,5444,3,5,99.53,11.3,1,25.5,102.982,3,,,,,3,60.00%,,,,,0.6,18,,,,,18,293.32,,,,,293.32,97.77333333,,,,,97.77333333,195.41,,,,,195.41,39.082,,,,,39.082,1.963,,,,,1.96332764,139.06,,,,,139.06,46.35333333,,,,,46.35333333,65.13666667,,,,,65.13666667,5,4,4,1.3314118,23.312,40.1,100.00%
18,2026-20,5445,222,228.571,5093.997,39.89672052,96,2285.01,118.8624987,19,5,5,4,,5,8.31%,2.19%,0.021875041,0.017500033,,0.021875041,12.94736842,12.8,15.2,7.5,,15.2,1994.7,413.96,510.41,497.08,,573.25,104.9842105,82.792,102.082,124.27,,114.65,1269.06,251.9,311.43,322.43,,383.3,5.55214791,1.102064566,1.362508805,1.410633895,,1.676940644,0.249,0.049450363,0.061136667,0.063296072,,0.075245431,798.61,133.18,200.86,227.54,,237.03,42.03210526,26.636,40.172,56.885,,47.406,66.79263158,50.38,62.286,80.6075,,76.66,5,4,4,1.645358724,19.89589239,39.10937521,84.25%
18,2026-20,5453,3,52.857,1357.31,46.41195808,5,120.61,157.011652,1,1,,,,,1.89%,1.89%,,,,,85,85,,,,,0,0,,,,,0,0,,,,,-18.95,-18.95,,,,,-0.358514482,-0.358514482,,,,,-0.014,-0.013961438,,,,,-43.74,-43.74,,,,,-43.74,-43.74,,,,,-18.95,-18.95,,,,,5,4,5,1.870020021,66.9681081,35.62342414,20.78%
18,2026-20,5454,540,1321.829,31500.743,27.94820183,174,4390.51,177.9179869,234,158,48,25,,3,17.70%,11.95%,0.03631332,0.018913188,,0.002269583,26.13247778,26.24683418,25.0625,27.92,,22.33333333,33084.4,21581.21,7576.8,3572.92,,353.47,141.3863248,136.5899367,157.85,142.9168,,117.8233333,22640.23,14768.12,5224.97,2386.29,,260.85,17.12795679,11.17248903,3.952833536,1.805294028,,0.197340201,0.719,0.468818148,0.165868151,0.075753451,,0.008280757,16564.74,10660.99,4021.07,1669.76,,212.92,70.78948718,67.47462025,83.77229167,66.7904,,70.97333333,96.75311966,93.46911392,108.8535417,95.4516,,86.95,5,4,5,2.475971625,67.77010621,34.7905906,36.62%
18,2026-20,5455,1503,1554.481,36833.754,23.72993415,406,9985.37,180.7616017,218,119,53,36,1,9,14.02%,7.66%,0.034094981,0.023158855,0.000643302,0.005789714,18.75229404,18.8571437,17.98113208,16.44444444,18,31.22222222,34049.97,17262.36,9790.2,5486.38,39.99,1471.04,156.1925229,145.0618487,184.7207547,152.3994444,39.99,163.4488889,23690.81,11948.65,6847.43,3835.94,14.9,1043.89,15.24033423,7.686584783,4.404962171,2.467666057,0.009585193,0.67153603,0.643,0.324394033,0.185900954,0.104141978,0.00040452,0.028340581,18104,8890.94,5479.99,2919.48,-7.51,821.1,83.04587156,74.71378151,103.3960377,81.09666667,-7.51,91.23333333,108.6734404,100.4088235,129.1967925,106.5538889,14.9,115.9877778,5,4,5,2.750183129,54.9139208,34.13152427,37.34%
18,2026-20,5545,44,45.5,1039.815,96.42032967,43,1017.87,119.0158242,23,4,3,,,16,50.55%,8.79%,0.065934066,,,0.351648352,10.26086957,4.75,44.66666667,,,5.1875,2969.9,453.85,580.19,,,1935.86,129.126087,113.4625,193.3966667,,,120.99125,2028.48,299.57,437.95,,,1290.96,44.58197802,6.583956044,9.625274725,,,28.37274725,1.951,0.288099325,0.421180691,,,1.241528541,1457.02,197.22,377.72,,,882.08,63.34869565,49.305,125.9066667,,,55.13,88.19478261,74.8925,145.9833333,,,80.685,5,5,4,1.665404253,19.50208791,6.945054945,4.40%
18,2026-20,5553,3,32.999,800.141,13.19400433,16,459.86,160.5777239,8,1,,,,7,24.24%,3.03%,,,,0.21212764,23,77,,,,15.28571429,967.28,117.32,,,,849.96,120.91,117.32,,,,121.4228571,611.22,69.01,,,,542.21,18.52237947,2.091275493,,,,16.43110397,0.764,0.086247299,,,,0.677643065,423.91,44.73,,,,379.18,52.98875,44.73,,,,54.16857143,76.4025,69.01,,,,77.45857143,5,5,5,2.200612149,72.3924431,8.933685566,16.77%
18,2026-20,5554,230,524.382,12221.18,21.69290164,196,4962.09,153.0769996,276,257,13,6,,,52.63%,49.01%,0.024791087,0.01144204,,,9.807972826,9.747083658,8,16.33333333,,,38665.68,35526.66,1942,1197.02,,,140.0930435,138.2360311,149.3846154,199.5033333,,,25871.49,23728.1,1303.87,839.52,,,49.33710539,45.24964625,2.486488857,1.600970285,,,2.117,1.941555562,0.10668937,0.068693858,,,18820.15,17138.95,1000.81,680.39,,,68.18894928,66.6885214,76.98538462,113.3983333,,,93.73728261,92.32723735,100.2976923,139.92,,,5,5,5,1.928252391,60.30884062,11.89823325,12.44%
18,2026-20,5555,797,874.039,19797.304,30.49929512,495,12011.68,156.2780275,338,206,72,31,,29,38.67%,23.57%,0.082376187,0.035467525,,0.033179297,8.822485503,9.830097573,6.972222222,10.70967742,,4.24137931,46825.32,27188.66,11012.42,4253.13,,4371.11,138.5364497,131.9837864,152.9502778,137.1977419,,150.727931,32095.74,18395.89,7619.14,2982.91,,3097.8,36.72117606,21.04698989,8.717162506,3.412788217,,3.54423544,1.621,0.929211877,0.384857453,0.150672536,,0.156475851,23725.69,13332.92,5801.13,2203.89,,2387.75,70.19434911,64.72291262,80.57125,71.09322581,,82.3362069,94.95781065,89.30043689,105.8213889,96.22290323,,106.8206897,5,5,5,2.203561421,55.90327419,10.85537613,8.69%
18,2026-21,1111,26,3623.139,86000.996,315.1188505,49,1101.93,38.9672174,52,9,,,43,,1.44%,0.25%,,,0.011868162,,314.7115442,519.2222444,,,271.9069791,,1927.22,434.94,,,1492.28,,37.06192308,48.32666667,,,34.70418605,,765.73,155.63,,,610.1,,0.211344362,0.042954466,,,0.168389896,,0.009,0.00180963,,,0.007094104,,-451.21,-58.9,,,-392.31,,-8.677115385,-6.544444444,,,-9.123488372,,14.72557692,17.29222222,,,14.18837209,,1,1,1,-0.865974766,-12.33406981,1247.652733,79.56%
18,2026-21,1112,48,3218.284,75777.319,321.0638658,51,1139.84,41.56287605,8,2,,,6,,0.25%,0.06%,,,0.001864348,,268,361,,,237,,324.63,83.09,,,241.54,,40.57875,41.545,,,40.25666667,,108.53,37.24,,,71.29,,0.033722941,0.011571384,,,0.022151557,,0.001,0.00049144,,,0.000940783,,-68.23,-9.89,,,-58.34,,-8.52875,-4.945,,,-9.723333333,,13.56625,18.62,,,11.88166667,,1,1,1,-0.836921426,-10.57776902,1200.314202,74.33%
18,2026-21,1113,403,8638.53,201930.753,338.7444074,197,4388.48,41.60405518,166,102,28,,36,,1.92%,1.18%,0.003241292,,0.004167376,,241.9277084,237.4313706,246.0357071,,251.4722222,,6573.22,4166.58,970.99,,1435.65,,39.59771084,40.84882353,34.67821429,,39.87916667,,2723.72,1748.65,448.77,,526.3,,0.315299015,0.202424487,0.051949811,,0.060924718,,0.013,0.008659652,0.002222396,,0.002606339,,-1177.41,-626.21,-236.39,,-314.81,,-7.092831325,-6.139313725,-8.4425,,-8.744722222,,16.40795181,17.14362745,16.0275,,14.61944444,,1,1,1,-0.836855585,-9.302330137,1323.348079,77.29%
18,2026-21,1114,1495,5625.483,132488.132,336.8824233,109,2406.94,42.64496498,119,74,15,1,28,1,2.12%,1.32%,0.002666438,0.000177763,0.00497735,0.000177763,200.9411748,186.3243243,193.1333267,129,238.2857107,426,4827.7,2976.57,624.85,40.73,1149.3,36.25,40.56890756,40.22391892,41.65666667,40.73,41.04642857,36.25,1899.22,1152.47,279.12,17.11,443.9,6.62,0.337610122,0.204865964,0.049617073,0.003041517,0.07890878,0.001176788,0.014,0.008698666,0.002106755,0.000129144,0.003350489,4.99667E-05,-949.12,-607.59,-101.14,-9.96,-214.65,-15.78,-7.975798319,-8.210675676,-6.742666667,-9.96,-7.666071429,-15.78,15.95983193,15.57391892,18.608,17.11,15.85357143,6.62,1,1,1,-0.803782287,-6.91273152,1169.094508,75.97%
18,2026-21,1115,2041,2089.728,52663.275,314.6422127,87,1886.34,41.3693873,54,16,18,4,15,1,2.58%,0.77%,0.008613561,0.001914125,0.007177968,0.000478531,194.1111111,108.625,287.3333333,192.25,171.8666667,225,2215.22,652.8,717.76,168.81,616.23,59.62,41.02259259,40.8,39.87555556,42.2025,41.082,59.62,811.92,262.64,222.26,75.19,225.11,26.72,0.388529033,0.125681428,0.106358339,0.035980759,0.107722153,0.012786353,0.015,0.004987157,0.004220398,0.00142775,0.004274516,0.000507374,-510.71,-112.64,-214.86,-33.22,-149.31,-0.68,-9.457592593,-7.04,-11.93666667,-8.305,-9.954,-0.68,15.03555556,16.415,12.34777778,18.7975,15.00733333,26.72,1,1,1,-0.756612878,-4.965495285,610.323166,78.86%
18,2026-21,1122,3,215.714,5297.521,170.4898999,7,155.84,61.06306851,11,11,,,,,5.10%,5.10%,,,,,149.2727091,149.2727091,,,,,455.96,455.96,,,,,41.45090909,41.45090909,,,,,164.92,164.92,,,,,0.764530814,0.764530814,,,,,0.031,0.031131542,,,,,-81.18,-81.18,,,,,-7.38,-7.38,,,,,14.99272727,14.99272727,,,,,1,1,2,-0.577432347,0.617754898,606.5210933,56.27%
18,2026-21,1123,43,777.715,18045.122,317.1121473,19,432.91,53.52794888,1,1,,,,,0.13%,0.13%,,,,,391,391,,,,,56.43,56.43,,,,,56.43,56.43,,,,,29.58,29.58,,,,,0.038034498,0.038034498,,,,,0.002,0.001639224,,,,,2.93,2.93,,,,,2.93,2.93,,,,,29.58,29.58,,,,,1,1,2,-0.776613984,-0.065958237,1515.535808,86.55%
18,2026-21,1124,423,1244.906,27782.424,366.9714134,10,216.92,50.4978866,31,16,5,9,1,,2.49%,1.29%,0.004016368,0.007229462,0.000803274,,274.3548387,243.0625,166.6,303.8888889,1048,,1606.52,875.6,223.18,470.15,37.59,,51.82322581,54.725,44.636,52.23888889,37.59,,888.26,458.31,132.99,279.89,17.07,,0.713515719,0.368148278,0.106827343,0.22482822,0.013711879,,0.032,0.016496401,0.004786839,0.010074355,0.000614417,,152.06,69.3,15.03,62.13,5.6,,4.90516129,4.33125,3.006,6.903333333,5.6,,28.65354839,28.644375,26.598,31.09888889,17.07,,1,1,2,-0.741896285,-0.583570173,1315.903686,89.99%
18,2026-21,1125,2061,2079.57,45636.061,408.0819345,39,848.01,47.62449993,46,14,24,2,4,2,2.21%,0.67%,0.011540847,0.000961737,0.001923475,0.000961737,342.5217391,391.3571429,348,251,233,245.5,2274.83,698.83,1146.48,104.19,168.45,156.88,49.45282609,49.91642857,47.77,52.095,42.1125,78.44,1037.85,331.15,473.23,52.07,73.79,107.61,0.499069519,0.159239651,0.227561467,0.02503883,0.035483297,0.051746274,0.023,0.007256323,0.01036965,0.001140984,0.001616923,0.002358004,-33.86,11.02,-65.61,-1.76,0.44,22.05,-0.736086957,0.787142857,-2.73375,-0.88,0.11,11.025,22.56195652,23.65357143,19.71791667,26.035,18.4475,53.805,1,1,2,-0.682827155,-0.858008935,788.073155,96.99%
18,2026-21,1132,4,217.142,5246.965,277.5082286,4,89.8,63.26506033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,-0.733501342,5.546111439,1492.190079,81.43%
18,2026-21,1133,14,308.714,7612.211,273.9245556,3,68.31,62.6673376,12,12,,,,,3.89%,3.89%,,,,,125.5,125.5,,,,,668.46,668.46,,,,,55.705,55.705,,,,,395.78,395.78,,,,,1.282028026,1.282028026,,,,,0.052,0.051992778,,,,,92.09,92.09,,,,,7.674166667,7.674166667,,,,,32.98166667,32.98166667,,,,,1,1,3,-0.71775929,5.263386954,1385.460831,86.64%
18,2026-21,1134,175,521.545,12783.717,301.5699631,6,137.14,66.13627562,13,5,5,,,3,2.49%,0.96%,0.0095869,,,0.00575214,217.5384615,267.8,119.2,,,297.6666667,851.28,295,356.71,,,199.57,65.48307692,59,71.342,,,66.52333333,530.58,160.26,256.36,,,113.96,1.017323529,0.307279334,0.49153956,,,0.218504635,0.042,0.01253626,0.020053635,,,0.008914465,208.54,35.37,134.18,,,38.99,16.04153846,7.074,26.836,,,12.99666667,40.81384615,32.052,51.272,,,37.98666667,1,1,3,-0.704094291,6.189483611,1482.254664,95.99%
18,2026-21,1135,265,267.857,6261.896,595.3715337,1,21.59,68.83661293,2,,,2,,,0.75%,,,0.007466671,,,812,,,812,,,138.9,,,138.9,,,69.45,,,69.45,,,90.67,,,90.67,,,0.338501514,,,0.338501514,,,0.014,,,0.01447964,,,46.26,,,46.26,,,23.13,,,23.13,,,45.335,,,45.335,,,1,1,3,-0.589054681,4.700635376,1162.505453,99.56%
18,2026-21,1142,2,107.857,2608.256,229.6259989,4,90.25,78.54638874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,-0.606999202,13.8709546,1198.795961,73.52%
18,2026-21,1143,14,247.286,5952.329,302.3811607,3,64.77,76.09337423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,-0.674935217,16.70766602,1660.880302,92.08%
18,2026-21,1144,190,600.144,15351.437,334.8342412,1,21.59,86.89073932,2,,2,,,,0.33%,,0.003332534,,,,114,,114,,,,144.2,,144.2,,,,72.1,,72.1,,,,93.22,,93.22,,,,0.155329388,,0.155329388,,,,0.006,,0.006072396,,,,39.86,,39.86,,,,19.93,,19.93,,,,46.61,,46.61,,,,1,1,4,-0.622051815,16.50765736,1653.549033,98.45%
18,2026-21,1145,18,18,398.89,1559.444444,,,97.01111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,-0.590714167,13.09833333,2121.777778,100.00%
18,2026-21,1152,3,189.571,4521.127,136.7722438,4,93.7,98.05125942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,-0.591818568,37.19719361,1745.105733,98.77%
18,2026-21,1153,12,213.286,4946.109,414.0180241,3,64.77,103.0108067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,-0.654063653,37.44130707,2100.327944,94.49%
18,2026-21,1154,76,303.096,7561.18,420.7575865,5,119.05,109.2117563,1,1,,,,,0.33%,0.33%,,,,,22,22,,,,,97.18,97.18,,,,,97.18,97.18,,,,,57.28,57.28,,,,,0.188983028,0.188983028,,,,,0.008,0.007575537,,,,,33.07,33.07,,,,,33.07,33.07,,,,,57.28,57.28,,,,,1,1,5,-0.599059932,31.52462269,2018.074999,99.83%
18,2026-21,1212,6,386.857,9339.697,102.9886714,19,419.72,38.07735248,29,23,,,6,,7.50%,5.95%,,,0.015509607,,83.62069655,69.47826957,,,137.8333333,,1293.97,1056.43,,,237.54,,44.61965517,45.93173913,,,39.59,,685.16,578.78,,,106.38,,1.771093712,1.496108381,,,0.27498533,,0.073,0.06196989,,,0.011390091,,-33.09,1,,,-34.09,,-1.141034483,0.043478261,,,-5.681666667,,23.6262069,25.16434783,,,17.73,,1,2,1,-0.739595528,-14.62238905,168.9422465,37.40%
18,2026-21,1213,74,1322.567,32066.317,74.13668795,128,2834.66,44.12734957,49,40,,,9,,3.70%,3.02%,,,0.006804948,,97.57142245,92.7749925,,,118.8888889,,1960.73,1585.08,,,375.65,,40.01489796,39.627,,,41.73888889,,886.23,722.81,,,163.42,,0.670083255,0.546520517,,,0.123562738,,0.028,0.022541098,,,0.005096313,,-291.31,-250.98,,,-40.33,,-5.945102041,-6.2745,,,-4.481111111,,18.08632653,18.07025,,,18.15777778,,1,2,1,-0.641827795,-11.15060606,149.1992792,29.90%
18,2026-21,1214,604,2058.089,49798.453,68.87482883,204,4504.71,46.38263739,102,68,6,2,26,,4.96%,3.30%,0.002915326,0.000971775,0.012633079,,58.43137059,68.04411471,65,79,30.19230769,,4694.2,3192.49,361.75,78.02,1061.94,,46.02156863,46.94838235,60.29166667,39.01,40.84384615,,2452.16,1686.2,196.4,45.58,523.98,,1.191474227,0.819303733,0.095428332,0.022146758,0.254595404,,0.049,0.03386049,0.003943898,0.000915289,0.010522014,,-61.41,-17.17,47.57,-3.72,-88.09,,-0.602058824,-0.2525,7.928333333,-1.86,-3.388076923,,24.04078431,24.79705882,32.73333333,22.79,20.15307692,,1,2,1,-0.610420575,-8.768638232,142.8819714,36.51%
18,2026-21,1215,1330,1437.029,35350.941,64.05587284,207,4562.97,42.70797518,94,40,18,9,22,5,6.54%,2.78%,0.012525843,0.006262922,0.015309364,0.003479401,39.17021383,40.7250025,40.5,50.77777778,29.22727273,44.8,3956.04,1679.57,730.16,390.28,953.09,202.94,42.08553191,41.98925,40.56444444,43.36444444,43.32227273,40.588,1692.17,715.78,264.14,161.96,454.69,95.6,1.177547565,0.498097116,0.183809791,0.112704754,0.316409759,0.066526145,0.048,0.020247834,0.007471937,0.00458149,0.012862175,0.002704313,-565.25,-234.07,-141.71,-76.4,-91.78,-21.29,-6.013297872,-5.85175,-7.872777778,-8.488888889,-4.171818182,-4.258,18.00180851,17.8945,14.67444444,17.99555556,20.66772727,19.12,1,2,1,-0.637396064,-6.631022123,140.9795887,49.02%
18,2026-21,1224,4,8,171.86,62.25,,,44.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,-0.517724,-2.2825,151.625,100.00%
