quadweek,year_week,basket,CountProduct_W,StockQty_W,Stock$_W,AvgAgeStock,PurchaseQty,Purchase$,AvgListPrice,SoldQty,SoldQty_In,SoldQty_Out,SoldQty_OutByCondition,SoldQty_OutByMinPrice,SoldQty_none,SoldToStock_W,SoldToStock_W_In,SoldToStock_W_Out,SoldToStock_W_OutByCondition,SoldToStock_W_OutByMinPrice,SoldToStock_W_none,AvgSalesPeriod,AvgSalesPeriod_In,AvgSalesPeriod_Out,AvgSalesPeriod_OutByCondition,AvgSalesPeriod_OutByMinPrice,AvgSalesPeriod_none,Revenue,Revenue_In,Revenue_Out,Revenue_OutByCondition,Revenue_OutByMinPrice,Revenue_none,AvgSalePrice,AvgSalePrice_In,AvgSalePrice_Out,AvgSalePrice_OutByCondition,AvgSalePrice_OutByMinPrice,AvgSalePrice_none,Recap,Recap_In,Recap_Out,Recap_OutByCondition,Recap_OutByMinPrice,Recap_none,RecapPerStockQty_W,RecapPerStockQty_W_In,RecapPerStockQty_W_Out,RecapPerStockQty_W_OutByCondition,RecapPerStockQty_W_OutByMinPrice,RecapPerStockQty_W_none,RecapPerStock$_W,RecapPerStock$_W_In,RecapPerStock$_W_Out,RecapPerStock$_W_OutByCondition,RecapPerStock$_W_OutByMinPrice,RecapPerStock$_W_none,Margin,Margin_In,Margin_Out,Margin_OutByCondition,Margin_OutByMinPrice,Margin_none,MarginUnit,MarginUnit_In,MarginUnit_Out,MarginUnit_OutByCondition,MarginUnit_OutByMinPrice,MarginUnit_none,RecapUnit,RecapUnit_In,RecapUnit_Out,RecapUnit_OutByCondition,RecapUnit_OutByMinPrice,RecapUnit_none,Avg_Basket_IRR,Avg_Basket_Velocity,Avg_Basket_Margin,Avg_IRR,Avg_Margin,Avg_SaleDuration,FDR
16,2026-14,3235,1635,1729.812,42491.217,85.84491231,88,2367.6,71.7387264,101,55,28,12,1,5,5.84%,3.18%,0.01618673,0.00693717,0.000578098,0.002890488,69.51485149,69.21818182,76.96428571,52.83333333,119,61.2,6989.3,3755.71,1966.2,902.86,47.62,316.91,69.2009901,68.28563636,70.22142857,75.23833333,47.62,63.382,3732.23,2000.95,1035.75,497.39,10.34,187.8,2.157592848,1.156744201,0.59876449,0.287539918,0.005977528,0.108566711,0.088,0.047090908,0.024375626,0.011705713,0.000243344,0.004419737,1165.61,568.91,351.46,190.86,-13.11,67.49,11.54069307,10.34381818,12.55214286,15.905,-13.11,13.498,36.95277228,36.38090909,36.99107143,41.44916667,10.34,37.56,3,2,3,0.069574388,5.492326357,134.2898966,76.82%
16,2026-14,3242,1,65.571,1529.797,116.033,1,24.25,92.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,0.278897,22.54,158.33,47.00%
16,2026-14,3243,16,89.5,2446.129,90.0636257,11,284.6,79.30463687,10,10,,,,,11.17%,11.17%,,,,,3.6,3.6,,,,,349.68,349.68,,,,,34.968,34.968,,,,,89.59,89.59,,,,,1.001005587,1.001005587,,,,,0.037,0.036625215,,,,,-180.19,-180.19,,,,,-18.019,-18.019,,,,,8.959,8.959,,,,,3,2,4,0.09769305,13.5375419,126.6844134,52.79%
16,2026-14,3244,314,859.467,21393.088,85.13229847,51,1430.95,82.33829998,79,50,10,19,,,9.19%,5.82%,0.011635118,0.022106724,,,73.08860759,65.900002,74.7,91.15788947,,,5671.37,3698.19,689.1,1284.08,,,71.78949367,73.9638,68.91,67.58315789,,,3437.26,2224.83,396.47,815.96,,,3.999292585,2.588615968,0.461297525,0.949379092,,,0.161,0.103997609,0.018532621,0.038141291,,,1462.7,976.64,138.12,347.94,,,18.51518987,19.5328,13.812,18.31263158,,,43.50962025,44.4966,39.647,42.94526316,,,3,2,4,0.18725759,13.0290343,134.7737226,62.69%
16,2026-14,3245,244,268.404,6683.107,102.0924716,25,647.82,82.43186152,20,14,3,3,,,7.45%,5.22%,0.011177181,0.011177181,,,70.85,64,65,108.6666667,,,1507.46,1004.63,243.72,259.11,,,75.373,71.75928571,81.24,86.37,,,863.99,589.3,118.76,155.93,,,3.218990775,2.195570856,0.442467325,0.580952594,,,0.129,0.08817755,0.017770178,0.023331962,,,367.25,246.44,33.73,87.08,,,18.3625,17.60285714,11.24333333,29.02666667,,,43.1995,42.09285714,39.58666667,51.97666667,,,3,2,4,0.22991709,11.40507023,133.848095,31.12%
16,2026-14,3324,1,2,67.56,29,,,69.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,-0.083277,2.14,54,100.00%
16,2026-14,3325,117,125.143,3172.935,34.67717927,18,446.71,62.50411441,10,4,,5,,1,7.99%,3.20%,,0.039954292,,0.007990858,21.39999,16.499975,,23,,33,666.04,215.63,,388.29,,62.12,66.604,53.9075,,77.658,,62.12,386.21,123,,232.8,,30.41,3.086149445,0.98287559,,1.860271849,,0.243002006,0.122,0.03876537,,0.073370554,,0.009584186,102.83,9.27,,95.23,,-1.67,10.283,2.3175,,19.046,,-1.67,38.621,30.75,,46.56,,30.41,3,3,2,-0.086003816,1.989874304,65.81412464,76.95%
16,2026-14,3333,8,182.856,4703.102,74.82417526,8,209.04,68.04039993,1,1,,,,,0.55%,0.55%,,,,,68,68,,,,,55.1,55.1,,,,,55.1,55.1,,,,,22.34,22.34,,,,,0.122172639,0.122172639,,,,,0.005,0.004750056,,,,,-0.9,-0.9,,,,,-0.9,-0.9,,,,,22.34,22.34,,,,,3,3,3,-0.037107419,7.193728672,84.08667607,27.90%
16,2026-14,3334,468,1156.674,28508.821,50.38946803,113,3059.71,67.09460543,105,71,15,7,,12,9.08%,6.14%,0.012968217,0.006051835,,0.010374574,41.01904667,37.73239296,51.93333333,60.42857143,,35.5,6696.22,4462.1,988.91,485.93,,759.28,63.77352381,62.84647887,65.92733333,69.41857143,,63.27333333,3698.21,2400.48,581.23,265.12,,451.38,3.197279441,2.075329782,0.502501137,0.229208921,,0.390239601,0.130,0.084201307,0.020387725,0.009299578,,0.015832994,1056.84,607.53,218.12,83.61,,147.58,10.06514286,8.556760563,14.54133333,11.94428571,,12.29833333,35.22104762,33.80957746,38.74866667,37.87428571,,37.615,3,3,3,0.006501331,6.177364962,68.92367993,52.80%
16,2026-14,3335,2072,2233.894,54524.384,43.68407513,274,7187.08,68.86986908,169,96,32,14,3,24,7.57%,4.30%,0.014324762,0.006267083,0.001342946,0.010743572,34.52662722,37.53125,36.53125,35.78571429,21.33333333,20.75,11602.14,6597.18,2257.84,996.98,129.8,1620.34,68.65171598,68.720625,70.5575,71.21285714,43.26666667,67.51416667,6430.49,3683.39,1248.73,571.16,49.88,877.33,2.878601223,1.648865165,0.558992504,0.255679097,0.022328723,0.392735734,0.118,0.067554913,0.02290223,0.010475313,0.00091482,0.016090599,1947.24,1168.3,392.75,203.9,-24.01,206.3,11.52213018,12.16979167,12.2734375,14.56428571,-8.003333333,8.595833333,38.05023669,38.36864583,39.0228125,40.79714286,16.62666667,36.55541667,3,3,3,0.084304208,5.113920347,69.72282196,64.75%
16,2026-14,3343,7,126.427,3118.546,69.17061485,9,222.75,72.77817025,4,4,,,,,3.16%,3.16%,,,,,183,183,,,,,287.28,287.28,,,,,71.82,71.82,,,,,165.84,165.84,,,,,1.311745118,1.311745118,,,,,0.053,0.053178629,,,,,66.23,66.23,,,,,16.5575,16.5575,,,,,41.46,41.46,,,,,3,3,4,0.124514354,12.37767597,79.99476085,33.68%
16,2026-14,3344,296,939.757,23417.351,64.30503124,79,2141.06,80.09665283,75,60,11,2,,2,7.98%,6.38%,0.011705154,0.00212821,,0.00212821,56.93333333,56.08333333,72.63636364,52,,1,5549.1,4420.58,821.06,155.88,,151.58,73.988,73.67633333,74.64181818,77.94,,75.79,3519.01,2784.19,528.1,104.08,,102.64,3.744595677,2.962670137,0.561953782,0.110752035,,0.109219724,0.150,0.118894319,0.022551654,0.004444568,,0.004383075,1572.75,1242.69,253.85,45.13,,31.08,20.97,20.7115,23.07727273,22.565,,15.54,46.92013333,46.40316667,48.00909091,52.04,,51.32,3,3,4,0.20424433,12.3742082,71.34599011,42.51%
16,2026-14,3345,255,293.181,7173.558,55.29915092,40,1020.28,80.09606966,28,19,7,1,,1,9.55%,6.48%,0.023876036,0.003410862,,0.003410862,50,55.57894737,48.42857143,4,,1,2116.15,1402.16,576.8,54.06,,83.13,75.57678571,73.79789474,82.4,54.06,,83.13,1247.75,802.09,361.69,27.65,,56.32,4.25590335,2.735818488,1.233674761,0.094310341,,0.192099761,0.174,0.111812019,0.050419889,0.003854433,,0.007851055,527.71,317.15,184.55,-4.7,,30.71,18.84678571,16.69210526,26.36428571,-4.7,,30.71,44.5625,42.21526316,51.67,27.65,,56.32,3,3,4,0.244905572,11.12007797,69.72686774,21.04%
16,2026-14,3424,4,7,184.667,32.90828571,2,58.78,64.37428571,4,2,,2,,,57.14%,28.57%,,0.285714286,,,41,68.5,,13.5,,,222.4,95.46,,126.94,,,55.6,47.73,,63.47,,,132.92,51.48,,81.44,,,18.98857143,7.354285714,,11.63428571,,,0.720,0.27877206,,0.441010034,,,10.4,-2.06,,12.46,,,2.6,-1.03,,6.23,,,33.23,25.74,,40.72,,,3,4,2,-0.102183429,2.06,30.46285714,22.14%
16,2026-14,3425,153,168.071,3921.418,15.28940524,43,1152.91,59.42273337,13,6,4,2,1,,7.73%,3.57%,0.023799466,0.011899733,0.005949866,,11.23076923,12.83333333,10.75,6.5,13,,665.99,348.95,173.4,104.65,38.99,,51.23,58.15833333,43.35,52.325,38.99,,324.98,202.05,47.96,51.65,23.32,,1.933587591,1.202170511,0.285355594,0.307310601,0.138750885,,0.083,0.051524729,0.01223027,0.013171256,0.005946828,,-38.63,32.18,-54.69,-12.67,-3.45,,-2.971538462,5.363333333,-13.6725,-6.335,-3.45,,24.99846154,33.675,11.99,25.825,23.32,,3,4,2,-0.08029232,1.832154447,33.13028672,33.87%
16,2026-14,3433,12,135.571,3337.697,36.92552253,26,652.18,63.43574658,30,30,,,,,22.13%,22.13%,,,,,28.53331333,28.53331333,,,,,1593.61,1593.61,,,,,53.12033333,53.12033333,,,,,852.35,852.35,,,,,6.28711155,6.28711155,,,,,0.255,0.255370694,,,,,45.06,45.06,,,,,1.502,1.502,,,,,28.41166667,28.41166667,,,,,3,4,3,-0.016494309,5.887135818,32.40576915,25.46%
16,2026-14,3434,499,1295.539,31272.282,31.80936196,221,5737.25,65.04856591,266,233,14,12,,7,20.53%,17.98%,0.010806313,0.009262554,,0.005403157,31.31954812,31.13304635,41.5,28.83333333,,21.42857143,16775.1,14579.84,893.83,847.82,,453.61,63.06428571,62.5744206,63.845,70.65166667,,64.80142857,9489.81,8132.83,545.38,547.23,,264.37,7.32498983,6.277564782,0.420967644,0.422395621,,0.204061784,0.303,0.260065127,0.017439725,0.017498883,,0.008453812,2692.93,2173.69,178.9,258.14,,82.2,10.12379699,9.329141631,12.77857143,21.51166667,,11.74285714,35.67597744,34.90484979,38.95571429,45.6025,,37.76714286,3,4,3,0.003015233,5.648602867,33.33936399,26.08%
16,2026-14,3435,1759,2099.948,49676.841,27.81731459,523,13485.85,66.7794752,296,205,45,22,,24,14.10%,9.76%,0.021429102,0.01047645,,0.011428854,20.70945912,21.31707317,20.24444,24.50000455,,12.91666667,18886.76,13194.53,2825.05,1342.14,,1525.04,63.80662162,64.36356098,62.77888889,61.00636364,,63.54333333,10286.88,7307.3,1455.52,723.11,,800.95,4.898635585,3.479752832,0.693121925,0.344346622,,0.381414206,0.207,0.147096713,0.02929977,0.01455628,,0.016123207,2541.06,1991.87,281.02,88.12,,180.05,8.584662162,9.716439024,6.244888889,4.005454545,,7.502083333,34.75297297,35.64536585,32.34488889,32.86863636,,33.37291667,3,4,3,0.062889866,5.271947753,33.82803294,27.97%
16,2026-14,3443,9,59.834,1494.82,38.57328522,17,434,76.65269546,27,27,,,,,45.12%,45.12%,,,,,30.2962963,30.2962963,,,,,1784.17,1784.17,,,,,66.08037037,66.08037037,,,,,987.28,987.28,,,,,16.50031755,16.50031755,,,,,0.660,0.660467481,,,,,271.72,271.72,,,,,10.0637037,10.0637037,,,,,36.56592593,36.56592593,,,,,3,4,4,0.184703004,12.26978039,36.84925561,27.52%
16,2026-14,3444,219,565.368,13629.652,34.22758618,95,2473.06,77.47867665,103,93,6,4,,,18.22%,16.45%,0.010612557,0.007075038,,,29.93203786,29.9354828,41.83333333,12,,,7542.64,6781.15,459.95,301.54,,,73.22951456,72.9155914,76.65833333,75.385,,,4488.89,3984.78,294.87,209.24,,,7.939766665,7.048117332,0.521554103,0.37009523,,,0.329,0.292361096,0.021634448,0.015351823,,,1877.66,1621.35,146.35,109.96,,,18.22970874,17.43387097,24.39166667,27.49,,,43.58145631,42.84709677,49.145,52.31,,,3,4,4,0.214952416,11.75230537,33.08773316,23.67%
16,2026-14,3445,361,470.312,11185.147,36.73633933,112,2960.46,75.79691745,70,59,7,4,,,14.88%,12.54%,0.014883737,0.008504992,,,22.48571429,21.08474576,26.71428571,35.75,,,5094.5,4275.44,632.19,186.87,,,72.77857143,72.46508475,90.31285714,46.7175,,,2977.24,2492.03,386.24,98.97,,,6.330350916,5.298674072,0.821242069,0.210434775,,,0.266,0.222798145,0.034531509,0.008848341,,,1144.27,965.28,186.95,-7.96,,,16.34671429,16.36067797,26.70714286,-1.99,,,42.532,42.23779661,55.17714286,24.7425,,,3,4,4,0.246291055,11.17954758,32.18862172,10.40%
16,2026-14,3524,9,14.167,315.157,13.12825319,8,212.94,60.85355898,7,7,,,,,49.41%,49.41%,,,,,9.714285714,9.714285714,,,,,405.81,405.81,,,,,57.97285714,57.97285714,,,,,236.61,236.61,,,,,16.70148938,16.70148938,,,,,0.751,0.750768665,,,,,55.43,55.43,,,,,7.918571429,7.918571429,,,,,33.80142857,33.80142857,,,,,3,5,2,-0.102068297,2.022597586,11.52025976,7.75%
16,2026-14,3525,140,177.243,4026.147,14.25329061,87,2328.57,59.63322783,45,27,4,3,5,6,25.39%,15.23%,0.022567887,0.016925915,0.028209859,0.033851831,6.555555556,7.592592593,9.5,8,3.4,1.833333333,2673.67,1645.54,250.35,231.11,210.63,336.04,59.41488889,60.94592593,62.5875,77.03666667,42.126,56.00666667,1424.74,898.21,153.74,138.06,88.31,146.42,8.03834284,5.067675451,0.867396738,0.778930621,0.498242526,0.826097505,0.354,0.223094189,0.038185392,0.034290849,0.021934122,0.036367276,206.36,177.94,49.18,33.34,-47.57,-6.53,4.585777778,6.59037037,12.295,11.11333333,-9.514,-1.088333333,31.66088889,33.26703704,38.435,46.02,17.662,24.40333333,3,5,2,-0.055691088,1.595135041,8.666809014,0.43%
16,2026-14,3533,6,108.429,2623.815,30.11060225,16,400.73,65.83497376,15,15,,,,,13.83%,13.83%,,,,,13.66665333,13.66665333,,,,,885.18,885.18,,,,,59.012,59.012,,,,,375.85,375.85,,,,,3.466323585,3.466323585,,,,,0.143,0.143245618,,,,,15.63,15.63,,,,,1.042,1.042,,,,,25.05666667,25.05666667,,,,,3,5,3,-0.014050973,5.22638261,15.05934833,11.97%
16,2026-14,3534,207,498.79,11570.157,16.3222233,234,5920.7,65.32573975,205,202,3,,,,41.10%,40.50%,0.006014555,,,,13.5121961,13.46039703,17,,,,12889.86,12689.9,199.96,,,,62.87736585,62.82128713,66.65333333,,,,6901.26,6789.98,111.28,,,,13.83600313,13.61290323,0.223099902,,,,0.596,0.586852884,0.009617847,,,,1534.78,1488.76,46.02,,,,7.486731707,7.37009901,15.34,,,,33.66468293,33.61376238,37.09333333,,,,3,5,3,0.008156793,5.515738106,12.41968029,8.48%
16,2026-14,3535,1015,1417.781,31980.719,20.50692896,674,17505.63,64.52638634,457,396,13,1,3,44,32.23%,27.93%,0.009169258,0.000705328,0.002115983,0.031034412,8.597373742,9.383837879,7.076923077,10,2,2.386363636,29692.34,25818.08,916.85,67.39,120.93,2769.09,64.97229759,65.19717172,70.52692308,67.39,40.31,62.93386364,16167.64,14170.33,450.95,34.95,52.78,1458.63,11.40348192,9.99472415,0.318067459,0.024651198,0.037227188,1.028811925,0.506,0.443089788,0.014100684,0.001092846,0.001650369,0.045609669,4048.67,3706.69,109.68,8.54,-26.41,250.17,8.859234136,9.360328283,8.436923077,8.54,-8.803333333,5.685681818,35.37776805,35.78366162,34.68846154,34.95,17.59333333,33.15068182,3,5,3,0.058193412,5.521073149,11.34420339,2.69%
16,2026-14,3543,3,16.429,383.343,18.06984795,6,173.9,77.27436302,8,,,,,8,48.69%,,,,,0.486943819,18,,,,,18,563.96,,,,,563.96,70.495,,,,,70.495,297.62,,,,,297.62,18.11552742,,,,,18.11552742,0.776,,,,,0.776380422,77.85,,,,,77.85,9.73125,,,,,9.73125,37.2025,,,,,37.2025,3,5,4,0.298614817,14.58945584,15.17361191,9.87%
16,2026-14,3544,163,398.314,9188.679,13.26507369,190,4834.17,75.94988067,171,168,1,2,,,42.93%,42.18%,0.002510582,0.005021164,,,10.78947544,10.70833512,5,20.5,,,12268.65,12020.63,71.82,176.2,,,71.74649123,71.55136905,71.82,88.1,,,6859.21,6701.25,35.64,122.32,,,17.22060987,16.82403832,0.089477146,0.307094403,,,0.746,0.729294167,0.003878686,0.013312033,,,2446.59,2369.33,9.47,67.79,,,14.30754386,14.10315476,9.47,33.895,,,40.11233918,39.88839286,35.64,61.16,,,3,5,4,0.234537848,12.24821372,11.50740157,9.11%
16,2026-14,3545,432,623.671,14078.829,23.23114506,357,9120.93,73.78314922,230,222,2,3,,3,36.88%,35.60%,0.003206819,0.004810228,,0.004810228,7.84348,7.941443243,13.5,2,,2.666666667,16593.59,15952.16,147.61,287.67,,206.15,72.14604348,71.85657658,73.805,95.89,,68.71666667,9532.36,9143.32,79.2,201.45,,108.39,15.28427649,14.66048606,0.126990032,0.323006842,,0.173793555,0.677,0.649437535,0.005625468,0.014308718,,0.007698794,3461.87,3268.5,31.11,127.34,,34.92,15.0516087,14.72297297,15.555,42.44666667,,11.64,41.44504348,41.18612613,39.6,67.15,,36.13,3,5,4,0.244976954,11.54562891,11.02902059,2.92%
16,2026-14,4135,4,4,73.17,65.75,1,31.34,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0.36774975,8.6525,192.5,50.00%
16,2026-14,4144,108,220.857,5372.398,135.0701651,2,75.32,96.83260974,10,3,3,3,,1,4.53%,1.36%,0.01358345,0.01358345,,0.004527817,130.8,136.6666667,87,171.3333333,,123,888.24,283.66,278.26,230.84,,95.48,88.824,94.55333333,92.75333333,76.94666667,,95.48,599,184.1,199.69,158.91,,56.3,2.712162168,0.833571044,0.904159705,0.719515343,,0.254916077,0.111,0.034267752,0.037169621,0.02957897,,0.010479492,370.96,113.6,127.28,91.89,,38.19,37.096,37.86666667,42.42666667,30.63,,38.19,59.9,61.36666667,66.56333333,52.97,,56.3,4,1,4,0.484953881,19.37616634,245.0590042,95.31%
16,2026-14,4145,1591,1625.703,39801.564,220.9257266,35,992.49,109.9609222,41,11,18,10,,2,2.52%,0.68%,0.011072133,0.006151185,,0.001230237,186.4390244,189.7272727,210.2222222,151.1,,131,4364.17,1255.87,1940.74,994.13,,173.43,106.4431707,114.17,107.8188889,99.413,,86.715,2682.04,826.02,1114.46,625.66,,115.9,1.649772437,0.508100188,0.68552497,0.384855044,,0.071292235,0.067,0.020753456,0.028000407,0.015719483,,0.002911946,1643.34,535.79,673.64,355.01,,78.9,40.08146341,48.70818182,37.42444444,35.501,,39.45,65.41560976,75.09272727,61.91444444,62.566,,57.95,4,1,4,0.643473498,16.36727198,314.7140369,94.24%
16,2026-14,4151,1,228,7410,69,,,289.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,0.343681,190.97,1686.75,100.00%
16,2026-14,4152,4,318.142,9067.206,143.3327055,3,93.98,177.8182513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,0.548569799,87.79406363,691.0601803,72.17%
16,2026-14,4153,14,249.144,6306.614,144.4797275,4,97.55,130.9731973,9,8,1,,,,3.61%,3.21%,0.004013743,,,,176.7777778,163.5,283,,,,1031.28,892.44,138.84,,,,114.5866667,111.555,138.84,,,,720.24,619.68,100.56,,,,2.890858299,2.487236297,0.403622002,,,,0.114,0.098258749,0.015945165,,,,504.79,431.7,73.09,,,,56.08777778,53.9625,73.09,,,,80.02666667,77.46,100.56,,,,4,1,5,0.702575359,54.27568322,392.5672972,73.62%
16,2026-14,4154,486,1438.545,36981.225,183.7954068,33,906.59,139.0409584,71,34,13,24,,,4.94%,2.36%,0.009036909,0.016683524,,,148.8591577,123.0000029,193.9230846,161.0833333,,,7913.43,3397.47,1892.46,2623.5,,,111.4567606,99.92558824,145.5738462,109.3125,,,5309.78,2212.79,1325.13,1771.86,,,3.691076748,1.538213959,0.921159922,1.231702866,,,0.144,0.059835498,0.035832507,0.04791242,,,3461.3,1337.5,993.59,1130.21,,,48.75070423,39.33823529,76.43,47.09208333,,,74.7856338,65.08205882,101.9330769,73.8275,,,4,1,5,0.743116376,44.17199503,453.6357038,82.64%
16,2026-14,4155,725,746.142,19795.799,330.0162041,13,388.57,156.1044329,15,2,8,5,,,2.01%,0.27%,0.01072182,0.006701137,,,136.0666667,115.5,113,181.2,,,1794.72,243.81,839.54,711.37,,,119.648,121.905,104.9425,142.274,,,1225.5,174.31,530.47,520.72,,,1.642448756,0.233615049,0.710950463,0.697883245,,,0.062,0.008805404,0.0267971,0.026304571,,,873.87,119.72,343.67,410.48,,,58.258,59.86,42.95875,82.096,,,81.7,87.155,66.30875,104.144,,,4,1,5,0.832191922,30.57745121,590.4030774,86.42%
16,2026-14,4235,202,205.5,4791.735,69.9270073,7,203.87,82.01610706,5,2,1,1,,1,2.43%,0.97%,0.00486618,0.00486618,,0.00486618,66,80,64,103,,3,498.87,194.01,83.24,76.82,,144.8,99.774,97.005,83.24,76.82,,144.8,325.42,128.59,49.12,48.77,,98.94,1.583552311,0.625742092,0.239026764,0.237323601,,0.481459854,0.068,0.026835791,0.010250984,0.010177942,,0.020648053,211.06,73.12,28.25,30.92,,78.77,42.212,36.56,28.25,30.92,,78.77,65.084,64.295,49.12,48.77,,98.94,4,2,3,0.398321119,8.494720195,124.9951338,92.46%
16,2026-14,4243,1,12,292.59,58.25,,,87.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,0.389478,21.97,99.45,38.00%
16,2026-14,4244,335,787.284,19605.868,81.41226426,26,740.23,93.36749557,22,12,4,6,,,2.79%,1.52%,0.005080759,0.007621138,,,93.63636364,96.33333333,88,92,,,1778.15,986.92,406.89,384.34,,,80.825,82.24333333,101.7225,64.05666667,,,1093.99,589.59,262.79,241.61,,,1.389574791,0.748891124,0.333793142,0.306890525,,,0.056,0.030072119,0.01340364,0.012323351,,,570.66,308.29,174.15,88.22,,,25.93909091,25.69083333,43.5375,14.70333333,,,49.72681818,49.1325,65.6975,40.26833333,,,4,2,4,0.536637664,18.65622045,131.2947629,78.89%
16,2026-14,4245,1808,1899.093,46993.653,88.94878256,109,2911.1,100.6692589,84,38,28,14,,4,4.42%,2.00%,0.01474388,0.00737194,,0.002106269,81.02380952,66.57894737,93.71428571,88.28571429,,104,8141.34,3543.71,2986.16,1264.79,,346.68,96.92071429,93.25552632,106.6485714,90.34214286,,86.67,5069.56,2119.21,1891.76,833.36,,225.23,2.669463791,1.115906383,0.996138683,0.438820005,,0.118598721,0.108,0.045095664,0.040255649,0.017733459,,0.004792775,2931.61,1174.23,1161.03,459.36,,136.99,34.90011905,30.90078947,41.46535714,32.81142857,,34.2475,60.35190476,55.76868421,67.56285714,59.52571429,,56.3075,4,2,4,0.725208303,14.65761697,136.1725952,79.58%
16,2026-14,4251,1,138.857,3711.719,98.907,5,125.63,143.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,1.170493,54.62,123.94,39.00%
16,2026-14,4252,1,59.429,1448.043,79.751,2,48.16,97.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,0.656122,34.63,138.32,65.00%
16,2026-14,4253,17,301.714,9955.72,83.26891008,7,181.15,117.1794011,7,6,1,,,,2.32%,1.99%,0.003314397,,,,135.1428571,157.3333333,2,,,,697.87,529.26,168.61,,,,99.69571429,88.21,168.61,,,,446.92,324.93,121.99,,,,1.481270342,1.076947043,0.4043233,,,,0.045,0.032637519,0.012253257,,,,257.98,174.03,83.95,,,,36.85428571,29.005,83.95,,,,63.84571429,54.155,121.99,,,,4,2,5,0.684161926,36.81897211,133.4770822,52.65%
16,2026-14,4254,338,1006.608,25579.561,95.54047437,35,972.39,116.8989625,52,26,11,11,,4,5.17%,2.58%,0.010927789,0.010927789,,0.003973742,89.30769231,79.42307692,61.45454545,112.8181818,,165.5,5118.31,2499.96,1049.01,1253.54,,315.8,98.42903846,96.15230769,95.36454545,113.9581818,,78.95,3423.37,1663.12,649.6,889.13,,221.52,3.400896873,1.652202248,0.645335622,0.883293199,,0.220065805,0.134,0.065017535,0.025395276,0.034759392,,0.008660039,2040.54,1039.68,356.76,583.23,,60.87,39.24115385,39.98769231,32.43272727,53.02090909,,15.2175,65.83403846,63.96615385,59.05454545,80.83,,55.38,4,2,5,0.863274754,30.93124224,136.7668756,62.61%
16,2026-14,4255,215,238.18,6008.155,98.3566175,24,652.3,118.8899755,21,13,4,2,,2,8.82%,5.46%,0.016794021,0.008397011,,0.008397011,60.28571429,41.76923077,61.25,148,,91,1959.92,1133.59,360.69,257.58,,208.06,93.32952381,87.19923077,90.1725,128.79,,104.03,1206.88,672.85,211.27,171.52,,151.24,5.067092115,2.824964313,0.887018222,0.720127635,,0.634981946,0.201,0.111989454,0.035163873,0.028547865,,0.025172453,674.56,342.98,110.83,121.91,,98.84,32.12190476,26.38307692,27.7075,60.955,,49.42,57.47047619,51.75769231,52.8175,85.76,,75.62,4,2,5,0.959184064,28.16061407,130.1864163,28.90%
16,2026-14,4335,468,476.838,11256.064,24.92837019,95,2529.01,79.64176788,46,25,8,7,,6,9.65%,5.24%,0.016777186,0.014680038,,0.01258289,26.2826087,27.44,37.875,27,,5.166666667,3545.47,1949.82,639.71,510.51,,445.43,77.07543478,77.9928,79.96375,72.93,,74.23833333,2004.98,1117.07,341.42,278.6,,267.89,4.204740394,2.342661449,0.716008372,0.584265516,,0.561805057,0.178,0.099241618,0.030332095,0.024751103,,0.023799616,858.01,497.76,138.95,119.02,,102.28,18.6523913,19.9104,17.36875,17.00285714,,17.04666667,43.58652174,44.6828,42.6775,39.8,,44.64833333,4,3,3,0.455525248,8.006562124,67.36945042,94.32%
16,2026-14,4342,1,106,2575.59,78.994,7,176.83,96.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,0.393054,21.99,90.97,27.00%
16,2026-14,4343,2,32.857,849.596,62.72590285,4,107.98,92.25873239,4,4,,,,,12.17%,12.17%,,,,,37.5,37.5,,,,,295.28,295.28,,,,,73.82,73.82,,,,,179.03,179.03,,,,,5.448762821,5.448762821,,,,,0.211,0.210723685,,,,,64.26,64.26,,,,,16.065,16.065,,,,,44.7575,44.7575,,,,,4,3,4,0.406298109,21.16573485,70.98288127,34.76%
