quadweek,year_week,basket,product BS,CountProduct_W,StockQty_W,Stock$_W,AvgAgeStock,PurchaseQty,Purchase$,AvgListPrice,SoldQty,SoldQty_In,SoldQty_Out,SoldQty_OutByCondition,SoldQty_OutByMinPrice,SoldQty_none,SoldToStock_W,SoldToStock_W_In,SoldToStock_W_Out,SoldToStock_W_OutByCondition,SoldToStock_W_OutByMinPrice,SoldToStock_W_none,AvgSalesPeriod,AvgSalesPeriod_In,AvgSalesPeriod_Out,AvgSalesPeriod_OutByCondition,AvgSalesPeriod_OutByMinPrice,AvgSalesPeriod_none,Revenue,Revenue_In,Revenue_Out,Revenue_OutByCondition,Revenue_OutByMinPrice,Revenue_none,AvgSalePrice,AvgSalePrice_In,AvgSalePrice_Out,AvgSalePrice_OutByCondition,AvgSalePrice_OutByMinPrice,AvgSalePrice_none,Recap,Recap_In,Recap_Out,Recap_OutByCondition,Recap_OutByMinPrice,Recap_none,RecapPerStockQty_W,RecapPerStockQty_W_In,RecapPerStockQty_W_Out,RecapPerStockQty_W_OutByCondition,RecapPerStockQty_W_OutByMinPrice,RecapPerStockQty_W_none,RecapPerStock$_W,RecapPerStock$_W_In,RecapPerStock$_W_Out,RecapPerStock$_W_OutByCondition,RecapPerStock$_W_OutByMinPrice,RecapPerStock$_W_none,Margin,Margin_In,Margin_Out,Margin_OutByCondition,Margin_OutByMinPrice,Margin_none,MarginUnit,MarginUnit_In,MarginUnit_Out,MarginUnit_OutByCondition,MarginUnit_OutByMinPrice,MarginUnit_none,RecapUnit,RecapUnit_In,RecapUnit_Out,RecapUnit_OutByCondition,RecapUnit_OutByMinPrice,RecapUnit_none,Avg_Basket_IRR,Avg_Basket_Velocity,Avg_Basket_Margin,Avg_IRR,Avg_Margin,Avg_SaleDuration,FDR
16,2026-13,2435,BasketDiscountOutOfMarketByMinPrice,1,1,21.59,7,,,58.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,-0.136516,2.31,43.57,0.00%
16,2026-13,2514,BasketDiscountInMarket,5,27.571,637.489,8.263873853,16,453.1,53.98466904,12,12,,,,,43.52%,43.52%,,,,,13.33333333,13.33333333,,,,,569.87,569.87,,,,,47.48916667,47.48916667,,,,,314.79,314.79,,,,,11.41743136,11.41743136,,,,,0.494,0.493796756,,,,,-11.57,-11.57,,,,,-0.964166667,-0.964166667,,,,,26.2325,26.2325,,,,,2,5,1,-0.283263034,-3.389852381,15.59589714,5.60%
16,2026-13,2515,BasketDiscountInMarket,45,54.39,1215.824,6.728011013,34,929.14,49.84057731,13,13,,,,,23.90%,23.90%,,,,,5.615384615,5.615384615,,,,,602.48,602.48,,,,,46.34461538,46.34461538,,,,,277.38,277.38,,,,,5.099834528,5.099834528,,,,,0.228,0.228141573,,,,,-64.5,-64.5,,,,,-4.961538462,-4.961538462,,,,,21.33692308,21.33692308,,,,,2,5,1,-0.346125355,-4.228309064,12.04647766,4.09%
16,2026-13,2515,BasketDiscountOutOfMarket,20,23.315,509.165,7.013918808,8,217.52,52.42133862,4,,3,,,1,17.16%,,0.128672528,,,0.042890843,6.25,,8,,,1,228.54,,161.94,,,66.6,57.135,,53.98,,,66.6,137.17,,98.58,,,38.59,5.883336908,,4.228179284,,,1.655157624,0.269,,0.193611108,,,0.075790755,25.15,,18.91,,,6.24,6.2875,,6.303333333,,,6.24,34.2925,,32.86,,,38.59,2,5,1,-0.383238624,-4.043291014,10.14675617,3.86%
16,2026-13,2515,BasketDiscountOutOfMarketByCondition,8,8,177.11,5.125,3,78.13,50.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,-0.367612375,-3.87625,5.5875,0.00%
16,2026-13,2515,BasketDiscountOutOfMarketByMinPrice,7,9.381,207.065,145.0618226,4,116.08,42.53062893,3,1,,,2,,31.98%,10.66%,,,0.213196887,,6.666666667,1,,,9.5,,118.67,41.78,,,76.89,,39.55666667,41.78,,,38.445,,53.4,23.81,,,29.59,,5.692356892,2.538108944,,,3.154247948,,0.258,0.114988047,,,0.142901987,,-27.51,-2.32,,,-25.19,,-9.17,-2.32,,,-12.595,,17.8,23.81,,,14.795,,2,5,1,-0.400613491,-4.430555378,12.72433642,12.93%
16,2026-13,2515,none,1,1,21.59,2,1,26.26,47.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,-0.326452,-2.75,11,0.00%
16,2026-13,2524,BasketDiscountInMarket,71,177.238,4039.097,16.94027532,120,3385.37,53.94570194,101,101,,,,,56.99%,56.99%,,,,,8.504950495,8.504950495,,,,,5297.88,5297.88,,,,,52.45425743,52.45425743,,,,,2671.13,2671.13,,,,,15.07086516,15.07086516,,,,,0.661,0.661318607,,,,,-76.08,-76.08,,,,,-0.753267327,-0.753267327,,,,,26.44683168,26.44683168,,,,,2,5,2,-0.182162973,-0.153997337,13.1892698,7.14%
16,2026-13,2524,BasketDiscountOutOfMarket,1,1.857,40.096,4,2,63.94,54.6,2,,2,,,,107.70%,,1.077005924,,,,4.5,,4.5,,,,111.38,,111.38,,,,55.69,,55.69,,,,73.48,,73.48,,,,39.56919763,,39.56919763,,,,1.833,,1.832601756,,,,16.94,,16.94,,,,8.47,,8.47,,,,36.74,,36.74,,,,2,5,2,-0.214563,-1.23,17.57,10.00%
16,2026-13,2524,BasketDiscountOutOfMarketByMinPrice,1,1,23.23,0.5,1,23.23,39.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,-0.136451,0.76,9.03,5.00%
16,2026-13,2525,BasketDiscountInMarket,310,424.965,9558.874,17.90759466,253,6850,54.66156825,127,123,,,2,2,29.88%,28.94%,,,0.00470627,0.00470627,7.417322047,7.617885366,,,1.5,1,7006.99,6849.67,,,94.39,62.93,55.17314961,55.68837398,,,47.195,31.465,3710.19,3659.29,,,47.75,3.15,8.730577812,8.610803243,,,0.112362195,0.007412375,0.388,0.38281601,,,0.004995358,0.000329537,363.45,416.43,,,-5.29,-47.69,2.861811024,3.385609756,,,-2.645,-23.845,29.21409449,29.7503252,,,23.875,1.575,2,5,2,-0.184125725,-0.069923805,12.06661021,2.41%
16,2026-13,2525,BasketDiscountOutOfMarket,44,46.5,1053.275,5.206989247,25,644.16,55.23741935,8,,7,,,1,17.20%,,0.150537634,,,0.021505376,6,,6.714285714,,,1,438.94,,383.94,,,55,54.8675,,54.84857143,,,55,181.85,,164.92,,,16.93,3.910752688,,3.546666667,,,0.364086022,0.173,,0.156578292,,,0.016073675,-14.59,,-6.91,,,-7.68,-1.82375,,-0.987142857,,,-7.68,22.73125,,23.56,,,16.93,2,5,2,-0.226159065,-0.553870968,9.555053763,3.14%
16,2026-13,2525,BasketDiscountOutOfMarketByCondition,32,34.714,782.131,5.048597108,22,601.12,52.00131359,5,,,4,,1,14.40%,,,0.115227286,,0.028806821,7.2,,,8.75,,1,230.91,,,177.5,,53.41,46.182,,,44.375,,53.41,89.03,,,69.03,,20,2.564671314,,,1.988534885,,0.576136429,0.114,,,0.088258872,,0.025571164,-45.57,,,-40.26,,-5.31,-9.114,,,-10.065,,-5.31,17.806,,,17.2575,,20,2,5,2,-0.253289956,-0.704967448,7.21342974,4.53%
16,2026-13,2525,BasketDiscountOutOfMarketByMinPrice,15,20.837,461.094,2.929516293,16,438.66,48.31085665,9,,,,9,,43.19%,,,,0.431923981,,3,,,,3,,377.82,,,,377.82,,41.98,,,,41.98,,96.08,,,,96.08,,4.611028459,,,,4.611028459,,0.208,,,,0.208373997,,-163.82,,,,-163.82,,-18.20222222,,,,-18.20222222,,10.67555556,,,,10.67555556,,2,5,2,-0.202696262,-0.388563133,8.94386476,1.53%
16,2026-13,2525,none,54,59.9,1314.131,80.62170284,33,872.94,49.96589316,28,,,,,28,46.74%,,,,,0.467445743,2.178571429,,,,,2.178571429,1354.71,,,,,1354.71,48.3825,,,,,48.3825,638.84,,,,,638.84,10.66510851,,,,,10.66510851,0.486,,,,,0.486131139,-103.87,,,,,-103.87,-3.709642857,,,,,-3.709642857,22.81571429,,,,,22.81571429,2,5,2,-0.263761496,-0.267111853,3.923205342,3.34%
16,2026-13,2534,none,1,1.429,30.843,6.857,1,24.61,57.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,-0.122447,2.29,12.01,4.00%
16,2026-13,2535,none,1,2,43.18,1.5,2,48.44,54.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,-0.131367,2.28,14.46,0.00%
16,2026-13,3134,BasketDiscountInMarket,33,75,1879.1,126.3600133,,,69.89026667,2,2,,,,,2.67%,2.67%,,,,,128.5,128.5,,,,,0,0,,,,,0,0,,,,,-57.98,-57.98,,,,,-0.773066667,-0.773066667,,,,,-0.031,-0.030855197,,,,,-110.43,-110.43,,,,,-55.215,-55.215,,,,,-28.99,-28.99,,,,,3,1,3,-0.058800907,7.545066667,221.7157333,87.63%
16,2026-13,3134,BasketDiscountOutOfMarket,15,30,762.24,140.9333333,,,72.11733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,-0.039355867,7.947333333,251.228,94.47%
16,2026-13,3134,BasketDiscountOutOfMarketByCondition,9,18,460.77,137.4444444,,,71.65888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,-0.050597333,7.451111111,231.2044444,89.00%
16,2026-13,3134,none,4,7.429,199.664,101.5041522,,,73.47629021,1,,,,,1,13.46%,,,,,0.134607619,69,,,,,69,75.84,,,,,75.84,75.84,,,,,75.84,53.29,,,,,53.29,7.173240005,,,,,7.173240005,0.267,,,,,0.266898389,26.02,,,,,26.02,26.02,,,,,26.02,53.29,,,,,53.29,3,1,3,-0.006741284,7.803155203,210.0504106,91.12%
16,2026-13,3135,BasketDiscountInMarket,300,306.858,7492.126,171.77796,7,186.29,75.25398341,18,16,1,,,1,5.87%,5.21%,0.003258836,,,0.003258836,134,130.8125,189,,,130,1384.77,1256.32,53.57,,,74.88,76.93166667,78.52,53.57,,,74.88,826.01,757.06,23.24,,,45.71,2.691831401,2.467134636,0.075735356,,,0.148961409,0.110,0.10104742,0.003101923,,,0.006101072,330.72,314.14,-1.28,,,17.86,18.37333333,19.63375,-1.28,,,17.86,45.88944444,47.31625,23.24,,,45.71,3,1,3,0.034406673,6.534666914,260.5152139,89.40%
16,2026-13,3135,BasketDiscountOutOfMarket,493,498.834,12241.543,200.6768865,13,346.66,75.84268226,23,,22,,,1,4.61%,,0.044102848,,,0.002004675,186.6086957,,189.0454545,,,133,1679.85,,1600.76,,,79.09,73.03695652,,72.76181818,,,79.09,894.98,,862.19,,,32.79,1.794143944,,1.728410654,,,0.06573329,0.073,,0.070431481,,,0.002678584,326.54,,313.86,,,12.68,14.1973913,,14.26636364,,,12.68,38.91217391,,39.19045455,,,32.79,3,1,3,0.004745748,6.431838928,296.9881002,95.40%
16,2026-13,3135,BasketDiscountOutOfMarketByCondition,250,256.595,6709.56,193.7215575,7,190.66,79.2324619,6,,,4,,2,2.34%,,,0.015588768,,0.007794384,85.83333333,,,98.5,,60.5,419.98,,,284.36,,135.62,69.99666667,,,71.09,,67.81,251.44,,,159.36,,92.08,0.979909975,,,0.621056529,,0.358853446,0.037,,,0.023751185,,0.013723702,94.67,,,60.34,,34.33,15.77833333,,,15.085,,17.165,41.90666667,,,39.84,,46.04,3,1,3,0.029028791,6.82136429,296.4511721,92.93%
16,2026-13,3135,BasketDiscountOutOfMarketByMinPrice,1,1,18.13,160.5,,,63.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,-0.052899,4.84,229,100.00%
16,2026-13,3135,none,71,71,1821.36,179.6056338,2,57.88,78.49591549,1,,,1,,,1.41%,,,0.014084507,,,147,,,147,,,100.36,,,100.36,,,100.36,,,100.36,,,67.62,,,67.62,,,0.952394366,,,0.952394366,,,0.037,,,0.037126104,,,39.43,,,39.43,,,39.43,,,39.43,,,67.62,,,67.62,,,3,1,3,0.039740775,7.000140845,284.9883099,93.42%
16,2026-13,3143,BasketDiscountInMarket,9,209.857,5213.714,126.308137,12,332.52,83.59701182,9,9,,,,,4.29%,4.29%,,,,,257.3333333,257.3333333,,,,,653.91,653.91,,,,,72.65666667,72.65666667,,,,,385.14,385.14,,,,,1.835249718,1.835249718,,,,,0.074,0.073870565,,,,,154.09,154.09,,,,,17.12111111,17.12111111,,,,,42.79333333,42.79333333,,,,,3,1,4,0.060747012,17.6947052,237.3360305,53.76%
16,2026-13,3143,BasketDiscountOutOfMarket,3,45,1185.867,95.93662222,2,53.74,80.06133333,1,,1,,,,2.22%,,0.022222222,,,,109,,109,,,,84.73,,84.73,,,,84.73,,84.73,,,,54.18,,54.18,,,,1.204,,1.204,,,,0.046,,0.045688091,,,,27.93,,27.93,,,,27.93,,27.93,,,,54.18,,54.18,,,,3,1,4,0.000967311,15.30066667,248.8888889,65.18%
16,2026-13,3144,BasketDiscountInMarket,102,335.728,8145.89,143.1252469,14,397.67,84.56204225,21,21,,,,,6.26%,6.26%,,,,,153,153,,,,,1545.14,1545.14,,,,,73.57809524,73.57809524,,,,,896.5,896.5,,,,,2.670316447,2.670316447,,,,,0.110,0.1100555,,,,,362.96,362.96,,,,,17.28380952,17.28380952,,,,,42.69047619,42.69047619,,,,,3,1,4,0.080235324,15.07492086,276.6650887,66.70%
16,2026-13,3144,BasketDiscountOutOfMarket,86,206.464,5136.135,179.5727409,1,31.59,84.28318506,15,,15,,,,7.27%,,0.072651891,,,,191.8666667,,191.8666667,,,,1231.38,,1231.38,,,,82.092,,82.092,,,,766.94,,766.94,,,,3.714642746,,3.714642746,,,,0.149,,0.149322399,,,,355.8,,355.8,,,,23.72,,23.72,,,,51.12933333,,51.12933333,,,,3,1,4,0.092221306,14.85781618,347.2945065,87.32%
16,2026-13,3144,BasketDiscountOutOfMarketByCondition,92,226.428,5972.478,180.932905,2,48.44,88.56535318,4,,,4,,,1.77%,,,0.01766566,,,191,,,191,,,301.52,,,301.52,,,75.38,,,75.38,,,202.8,,,202.8,,,0.895648948,,,0.895648948,,,0.034,,,0.033955755,,,74,,,74,,,18.5,,,18.5,,,50.7,,,50.7,,,3,1,4,0.097185451,15.57594427,343.638311,82.10%
16,2026-13,3144,none,20,49.428,1297.232,103.6416774,3,85.67,86.79934531,6,,,,,6,12.14%,,,,,0.121388687,79.83333333,,,,,79.83333333,537.26,,,,,537.26,89.54333333,,,,,89.54333333,357.24,,,,,357.24,7.227482399,,,,,7.227482399,0.275,,,,,0.275386361,185.28,,,,,185.28,30.88,,,,,30.88,59.54,,,,,59.54,3,1,4,0.110409215,16.07672251,347.0195233,94.11%
16,2026-13,3145,BasketDiscountInMarket,195,197.857,4833.292,295.4339642,5,131.67,93.99146131,12,11,,,,1,6.06%,5.56%,,,,0.005054155,199.6666667,201.9090909,,,,175,1081.14,985.43,,,,95.71,90.095,89.58454545,,,,95.71,634.31,572.59,,,,61.72,3.205901232,2.893958768,,,,0.311942463,0.131,0.11846791,,,,0.012769764,307.5,278.15,,,,29.35,25.625,25.28636364,,,,29.35,52.85916667,52.05363636,,,,61.72,3,1,4,0.146173387,12.99834279,478.4378001,83.58%
16,2026-13,3145,BasketDiscountOutOfMarket,356,361,8908.7,336.1238399,5,142.35,96.54090853,17,,17,,,,4.71%,,0.047091413,,,,316.2352941,,316.2352941,,,,1407.4,,1407.4,,,,82.78823529,,82.78823529,,,,777.95,,777.95,,,,2.15498615,,2.15498615,,,,0.087,,0.08732475,,,,364.72,,364.72,,,,21.45411765,,21.45411765,,,,45.76176471,,45.76176471,,,,3,1,4,0.157088439,12.98208942,509.8215623,92.05%
16,2026-13,3145,BasketDiscountOutOfMarketByCondition,333,337.714,8874.771,359.0898269,7,222.89,104.1289124,6,,,6,,,1.78%,,,0.017766512,,,304.5,,,304.5,,,599.54,,,599.54,,,99.92333333,,,99.92333333,,,394.91,,,394.91,,,1.169362241,,,1.169362241,,,0.044,,,0.04449805,,,231.65,,,231.65,,,38.60833333,,,38.60833333,,,65.81833333,,,65.81833333,,,3,1,4,0.106454211,14.1325158,592.0153218,89.94%
16,2026-13,3145,none,79,79.714,2039.171,228.6143087,2,56.16,104.194198,1,,,1,,,1.25%,,,0.012544848,,,10,,,10,,,87.58,,,87.58,,,87.58,,,87.58,,,51.11,,,51.11,,,0.641167173,,,0.641167173,,,0.025,,,0.025064107,,,23.92,,,23.92,,,23.92,,,23.92,,,51.11,,,51.11,,,3,1,4,0.119237159,14.72147026,587.3708759,92.46%
16,2026-13,3151,none,2,307.571,9996.071,62.62613376,,,146.8976166,6,,,,,6,1.95%,,,,,0.019507691,62,,,,,62,624.24,,,,,624.24,104.04,,,,,104.04,408.04,,,,,408.04,1.326653033,,,,,1.326653033,0.041,,,,,0.040820038,213.04,,,,,213.04,35.50666667,,,,,35.50666667,68.00666667,,,,,68.00666667,3,1,5,0.114214191,70.29275803,905.4275859,96.28%
16,2026-13,3152,BasketDiscountOutOfMarketByCondition,1,74,1804.7,246.676,,,149.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,0.048666,78.69,1211.47,97.00%
16,2026-13,3153,BasketDiscountInMarket,8,128.999,3166.607,223.5029272,2,48.44,125.895982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,0.171035817,47.28447895,679.5964294,75.86%
16,2026-13,3153,BasketDiscountOutOfMarket,2,22.429,753.729,216.5177921,1,31.59,219.83487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,0.206544355,115.5363806,1522.224684,96.08%
16,2026-13,3153,BasketDiscountOutOfMarketByCondition,2,44.286,1136.347,123.9754359,1,31.59,139.6940238,4,,,4,,,9.03%,,,0.090321998,,,56.25,,,56.25,,,428.44,,,428.44,,,107.11,,,107.11,,,305.16,,,305.16,,,6.890665222,,,6.890665222,,,0.269,,,0.268544731,,,199.61,,,199.61,,,49.9025,,,49.9025,,,76.29,,,76.29,,,3,1,5,0.171991475,58.39861401,782.8763413,88.87%
16,2026-13,3154,BasketDiscountInMarket,30,159.572,3908.789,225.8685076,5,135.62,120.2508804,3,3,,,,,1.88%,1.88%,,,,,186.3333333,186.3333333,,,,,253.23,253.23,,,,,84.41,84.41,,,,,149.97,149.97,,,,,0.939826536,0.939826536,,,,,0.038,0.038367382,,,,,91.02,91.02,,,,,30.34,30.34,,,,,49.99,49.99,,,,,3,1,5,0.111677123,37.8809632,711.6469978,78.67%
16,2026-13,3154,BasketDiscountOutOfMarket,56,179.429,4835.408,263.8766527,,,150.0802069,1,,1,,,,0.56%,,0.005573235,,,,354,,354,,,,99.18,,99.18,,,,99.18,,99.18,,,,66.6,,66.6,,,,0.371177457,,0.371177457,,,,0.014,,0.013773398,,,,42.67,,42.67,,,,42.67,,42.67,,,,66.6,,66.6,,,,3,1,5,0.135862554,50.697479,1025.920884,95.16%
16,2026-13,3154,BasketDiscountOutOfMarketByCondition,90,250.571,6916.366,298.0271017,2,56.61,163.6299054,9,,,9,,,3.59%,,,0.035917963,,,300.1111111,,,300.1111111,,,1468.72,,,1468.72,,,163.1911111,,,163.1911111,,,995.87,,,995.87,,,3.974402465,,,3.974402465,,,0.144,,,0.143987464,,,745.26,,,745.26,,,82.80666667,,,82.80666667,,,110.6522222,,,110.6522222,,,3,1,5,0.117946614,53.93785406,1141.666894,92.95%
16,2026-13,3154,none,12,31.429,793.249,444.7274174,1,27.61,195.6899535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,0.056259338,82.09982628,1485.86872,100.00%
16,2026-13,3155,BasketDiscountInMarket,5,5,127.72,594,,,141.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,0.2285444,24.494,988.2,100.00%
16,2026-13,3155,BasketDiscountOutOfMarket,43,43,1133.69,446.4651163,1,26.77,151.4776744,1,,1,,,,2.33%,,0.023255814,,,,524,,524,,,,146.2,,146.2,,,,146.2,,146.2,,,,110.68,,110.68,,,,2.573953488,,2.573953488,,,,0.098,,0.097628099,,,,91.96,,91.96,,,,91.96,,91.96,,,,110.68,,110.68,,,,3,1,5,0.168893558,27.83906977,1088.216279,96.51%
16,2026-13,3155,BasketDiscountOutOfMarketByCondition,42,42,1126.07,734.1309524,,,154.2980952,1,,,1,,,2.38%,,,0.023809524,,,327,,,327,,,163.96,,,163.96,,,163.96,,,163.96,,,112.53,,,112.53,,,2.679285714,,,2.679285714,,,0.100,,,0.099931621,,,52.54,,,52.54,,,52.54,,,52.54,,,112.53,,,112.53,,,3,1,5,0.122989071,28.61380952,1221.283333,93.71%
16,2026-13,3155,none,13,13,329.61,429.9230769,,,146.9546154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,0.152323308,26.18538462,1063.076923,100.00%
16,2026-13,3214,none,1,2,56.6,49,,,123.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,-0.105963,-5.39,185.6,6.00%
16,2026-13,3225,BasketDiscountOutOfMarket,1,1,54.92,251,,,84.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,-0.090281,0.86,149.5,50.00%
16,2026-13,3225,BasketDiscountOutOfMarketByCondition,1,1,25.29,1.5,1,24.61,93.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,-0.076947,-0.09,146,0.00%
16,2026-13,3233,BasketDiscountInMarket,2,44.714,1049.35,77.75761609,2,57.85,66.928672,44,44,,,,,98.40%,98.40%,,,,,83.22726136,83.22726136,,,,,1647.17,1647.17,,,,,37.43568182,37.43568182,,,,,566.7,566.7,,,,,12.6738829,12.6738829,,,,,0.540,0.540048602,,,,,-503.19,-503.19,,,,,-11.43613636,-11.43613636,,,,,12.87954545,12.87954545,,,,,3,2,3,-0.096484594,8.816043745,179.0698455,37.58%
16,2026-13,3233,BasketDiscountOutOfMarket,1,21,542.937,68.947,1,29.47,66.94,3,,3,,,,14.29%,,0.142857143,,,,138,,138,,,,192.98,,192.98,,,,64.32666667,,64.32666667,,,,104.38,,104.38,,,,4.97047619,,4.97047619,,,,0.192,,0.192250666,,,,31.73,,31.73,,,,10.57666667,,10.57666667,,,,34.79333333,,34.79333333,,,,3,2,3,-0.045535,7.66,100.08,54.00%
16,2026-13,3234,BasketDiscountInMarket,213,524.702,12971.908,79.87814166,19,524.51,69.03448121,55,55,,,,,10.48%,10.48%,,,,,96.54545455,96.54545455,,,,,3720.52,3720.52,,,,,67.64581818,67.64581818,,,,,2197.97,2197.97,,,,,4.188987273,4.188987273,,,,,0.169,0.169440764,,,,,850.05,850.05,,,,,15.45545455,15.45545455,,,,,39.96309091,39.96309091,,,,,3,2,3,-0.019125847,6.819569013,130.0107757,68.54%
16,2026-13,3234,BasketDiscountOutOfMarket,75,188.419,4715.325,84.19247547,9,248.92,69.09024085,14,2,12,,,,7.43%,1.06%,0.063687845,,,,86.78571429,102.5,84.16666667,,,,886.29,79.98,806.31,,,,63.30642857,39.99,67.1925,,,,476.07,44.92,431.15,,,,2.526656017,0.238404832,2.288251185,,,,0.101,0.009526385,0.091435903,,,,157.29,-5.97,163.26,,,,11.235,-2.985,13.605,,,,34.005,22.46,35.92916667,,,,3,2,3,-0.012563584,6.914128618,133.0232646,73.22%
16,2026-13,3234,BasketDiscountOutOfMarketByCondition,52,122.858,3133.116,69.44332185,4,117.77,71.18683431,17,,,17,,,13.84%,,,0.138371128,,,76.29411765,,,76.29411765,,,1166.24,,,1166.24,,,68.60235294,,,68.60235294,,,716.09,,,716.09,,,5.82859887,,,5.82859887,,,0.229,,,0.228555215,,,280.45,,,280.45,,,16.49705882,,,16.49705882,,,42.12294118,,,42.12294118,,,3,2,3,0.007800374,6.899024402,125.6073415,77.33%
16,2026-13,3234,none,11,24.833,652.462,77.83264765,2,52.34,72.52872951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,0.007394266,7.0729791,131.1765796,72.58%
16,2026-13,3235,BasketDiscountInMarket,657,696.412,16853.804,82.69323115,57,1541.03,70.45206138,43,40,,1,,2,6.17%,5.74%,,0.001435932,,0.002871863,57.79069767,58.6,,132,,4.5,2890.14,2705.22,,66.04,,118.88,67.21255814,67.6305,,66.04,,59.44,1533.48,1404.82,,26.42,,102.24,2.201972396,2.017225436,,0.037937313,,0.146809647,0.091,0.083353289,,0.001567599,,0.006066286,442.83,383.06,,6.21,,53.56,10.29837209,9.5765,,6.21,,26.78,35.66232558,35.1205,,26.42,,51.12,3,2,3,0.049834467,5.478204267,129.7570864,69.90%
16,2026-13,3235,BasketDiscountOutOfMarket,620,636.858,15708.196,85.21602501,37,1025.42,71.61210876,45,1,41,,,3,7.07%,0.16%,0.064378558,,,0.004710626,78.17777778,136,73.87804878,,,117.6666667,3026.69,51.96,2765.09,,,209.64,67.25977778,51.96,67.44121951,,,69.88,1542.4,21.86,1382.44,,,138.1,2.421889966,0.034324763,2.170719375,,,0.216845827,0.098,0.00139163,0.08800756,,,0.008791589,399.76,3.05,332.29,,,64.42,8.883555556,3.05,8.104634146,,,21.47333333,34.27555556,21.86,33.71804878,,,46.03333333,3,2,3,0.080670132,5.400628884,137.3152999,85.79%
16,2026-13,3235,BasketDiscountOutOfMarketByCondition,293,304.242,7657.087,74.58274891,17,512.92,75.31994948,15,,,14,,1,4.93%,,,0.046016,,0.003286857,52.93333333,,,55.28571429,,20,1079.67,,,1014.2,,65.47,71.978,,,72.44285714,,65.47,605.79,,,568.18,,37.61,1.991145207,,,1.867526509,,0.123618698,0.079,,,0.074203153,,0.00491179,220.6,,,212.4,,8.2,14.70666667,,,15.17142857,,8.2,40.386,,,40.58428571,,37.61,3,2,3,0.092019851,5.662565721,138.5669352,81.45%
16,2026-13,3235,BasketDiscountOutOfMarketByMinPrice,1,1.429,28.683,57.143,1,27.75,68.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,0.104115,5.97,173,100.00%
